"","fighter","attack_type","attack_name","damage_raw","description"
"117","Bowser","Side special","Flying Slam","18% (throw),15% (collateral)","Grabs an opponent, jumps with them into the air and backflips before belly-to-belly suplexing them onto the ground, causing an explosion effect. Bowser spins around dramatically during the descent. It deals immense vertical knockback that can KO at 120%, making it a very reliable KOing option. Its power and launching angle makes it difficult to properly DI, especially if the user has high gravity. The suplex can also hit other opponents on the ground that it lands into for similarly powerful knockback. It can be used to dive off-stage with the opponent for a potential sacrificial KO, although it is possible to recover if the opponent has a good vertical recovery. The ascent grants intangibility (frames 1-23), and can launch opponents significantly far when falling, although the explosion has no hitbox."
"118","Bowser","Up special","Whirling Fortress","1% (grounded hits 1-7),4% (grounded hit 8),7% (aerial hit 1),1% (aerial hits 2-11),2% (aerial hit 12)","Withdraws into his shell and spins around rapidly. It is capable of moving forward or backward while doing so, which makes it a very useful out of shield option. In the air, it propels Bowser diagonally upward, making it a very effective horizontal recovery but poor vertically. Button mashing at the end can slightly extend the vertical distance."
"119","Bowser","Down special","Bowser Bomb","4% (headbutt),20% (ground pound),11% (landing)","A Ground Pound. It deals immense vertical knockback to anyone hit and can KO under 100%, making it one of Bowser's most reliable KOing options. On the ground, Bowser performs a weak headbutt that drags opponents into the main attack, which is not possible to avoid if hit by it. If performed in the air, Bowser performs the Ground Pound after a brief pause instead of leaping first. Emits a shockwave upon landing and will break full shields if all of its grounded hitboxes connect. It will almost certainly cause a self-destruct if used off-stage due to its ending lag, though it can grab ledges if Bowser is near one. In midair, the startup can meteor smash."
"120","Bowser","Final Smash","Giga Bowser Punch","40%","Bowser transforms into Giga Bowser and teleports into the background, where he becomes impervious to attacks. Red crosshairs will appear on screen to indicate where Giga Bowser will aim his punch, which can be moved around with the control stick; the crosshairs also contains a depleting green gauge around their circumference to indicate how much time is left until the attack will activate automatically, though the attack can be activated manually before the gauge fully depletes. If the opponent's damage percent is 60% or greater before they are punched, they are instantaneously screen K.O.d."
"121","Dr. Mario","Neutral attack","","2.9375%","Two punches, followed up by a kick. Useful for spacing and comes out quickly. The first and second hits can jab lock."
"122","Dr. Mario","Neutral attack","","1.7625%","Two punches, followed up by a kick. Useful for spacing and comes out quickly. The first and second hits can jab lock."
"123","Dr. Mario","Neutral attack","","4.7%","Two punches, followed up by a kick. Useful for spacing and comes out quickly. The first and second hits can jab lock."
"124","Dr. Mario","Forward tilt","","8.225%","A wheel kick. Like neutral attack, it is useful for spacing. Can be angled. Can lock at low percentages."
"125","Dr. Mario","Up tilt","","7.4025%","A spinning uppercut. Can combo into itself at low percentages, and into aerials at higher percentages. At high percentages (around 140-150%), it can serve as a KO option, although it fails to hit most short opponents due to its high hitbox placement."
"126","Dr. Mario","Down tilt","","5.875% (foot), 8.225% (leg)","A legsweep. A decent combo starter, although unsafe on hit at low percents, and typically only combos into up aerial or Super Jump Punch if done correctly."
"127","Dr. Mario","Dash attack","","11.515% (clean), 7.05% (late)","A baseball slide. Launches opponents vertically unlike Mario's version, which can potentially make it a combo starter if hit late."
"128","Dr. Mario","Forward smash","","17.2725% (electricity), 20.915% (arm)","Steps back, then does a palm thrust that produces electricity. Deals immense damage and knockback, giving it great KO potential. Its sweetspot is located on Dr. Mario's arm. One of the stronger forward smashes in the game, and one of Dr. Mario's most viable KOing options. Its electric properties also make it safer on shield compared to Mario's, especially if spaced."
"129","Dr. Mario","Up smash","Ear, Nose, and Throat","16.45%","An upward arcing headbutt. Unlike most up smashes, this one launches opponents horizontally in the opposite direction he is facing. Renders Dr. Mario's head intangible for a short time. The horizontal angle allows the move to combo into itself at low percentages and KO earlier at the ledge, although it weakens its potential as an anti-air and punishment tool."
"130","Dr. Mario","Down smash","","11.75% (front), 14.1% (back)","A 360º breakdance sweep kick. Dr. Mario's fastest smash attack, making it a rather useful defensive option. Its back hit is stronger, and can punish ledge stalls effectively. It can also semi-spike with above-average knockback, making it a great edgeguarding tool."
"131","Dr. Mario","Neutral aerial","Dr. Kick","5.875% (clean), 9.4% (late)","A sex kick that has the unique property of having its late hit being stronger than its clean hit. Its clean hit can jab lock and start combos, while its late hit has good edgeguarding potential."
"132","Dr. Mario","Forward aerial","Dr. Punch","11.75% (early), 17.625% (clean), 10.575% (late)","Throws an overhand punch. Unlike Mario's version, it does not have a meteor smash hitbox. It has slow startup (tied with his down aerial for the slowest of his other aerials), high ending and landing lag, and is the only aerial that cannot autocancel in a short hop, but it has extremely high diagonal knockback when hit clean, making it one of the strongest forward aerials in the game. Can KO middleweights as early as 70% near the edge."
"133","Dr. Mario","Back aerial","","14.1% (clean), 8.225% (late)","A dropkick. Comes out quickly and has above-average knockback, which makes it a viable edgeguarding and KO move and a reverse aerial rush option. Can also chain into itself at low percents, or set up tech-chase situations."
